Year,Category,Provincial/territorial prescribed drugs,Federal direct prescribed drugs,Workers compensation board prescribed drugs,Drug insurance funds premium on prescribed drugs,Total public-sector prescribed drugs,Private insurers* prescribed drugs,Out-of-pocket prescribed drugs,Total private-sector prescribed drugs,Total prescribed drugs,Private over-the-counter drugs ,Private personal health supplies ,Total non-prescribed drugs,Public-sector total drugs,Private-sector total drugs,Total drugs,Shorthand,Legend,Province,Province Code
1992,G.10.1: Expenditure by year,311.8018852,26.54826918,3.112916,,341.4630704,,,268.05891859999997,609.5219890999999,149.486268,134.68741640000002,284.17368439999996,341.4630704,552.232603,893.6956733999999,G.10.1,Expenditure on drugs by type and source of finance in millions of current dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
1993,G.10.1: Expenditure by year,345.9661453,32.13665549,3.473503,,381.5763038,,,303.10535289999996,684.6816568,164.36269850000002,146.0276187,310.39031719999997,381.5763038,613.4956701,995.0719740000001,G.10.1,Expenditure on drugs by type and source of finance in millions of current dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
1994,G.10.1: Expenditure by year,339.42908539999996,35.84857276,3.963032,,379.24069019999996,,,323.2405003,702.4811905,183.4841589,156.89937759999998,340.38353650000005,379.24069019999996,663.6240368,1042.864727,G.10.1,Expenditure on drugs by type and source of finance in millions of current dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
1995,G.10.1: Expenditure by year,349.455977,40.48563529999999,4.188199,,394.1298113,,,353.4811779,747.6109892000001,185.9747181,163.7525956,349.7273137,394.1298113,703.2084916,1097.338303,G.10.1,Expenditure on drugs by type and source of finance in millions of current dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
1996,G.10.1: Expenditure by year,379.442115,44.16679962,3.935251,,427.54416560000004,,,374.8902862,802.4344517999999,192.1674056,166.2525669,358.41997250000003,427.54416560000004,733.3102587000001,1160.854424,G.10.1,Expenditure on drugs by type and source of finance in millions of current dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
1997,G.10.1: Expenditure by year,418.6661284,45.29325427,4.019602,,467.9789847,,,412.21846969999996,880.1974544,196.50014960000001,172.6859033,369.18605289999994,467.9789847,781.4045226,1249.383507,G.10.1,Expenditure on drugs by type and source of finance in millions of current dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
1998,G.10.1: Expenditure by year,457.8499533,49.45571029999999,5.050065,,512.3557286,,,480.0130869,992.3688155,208.46482690000002,185.02494280000002,393.48976969999995,512.3557286,873.5028564999999,1385.858585,G.10.1,Expenditure on drugs by type and source of finance in millions of current dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
1999,G.10.1: Expenditure by year,515.576853,54.22799012,5.920767,,575.7256102000001,,,505.72606940000003,1081.4516800000001,226.38314309999998,196.7342342,423.1173773,575.7256102000001,928.8434466,1504.569057,G.10.1,Expenditure on drugs by type and source of finance in millions of current dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2000,G.10.1: Expenditure by year,595.3750562000001,58.21107132,6.816061,,660.4021885,,,570.09072,1230.492909,235.64797090000002,199.6187738,435.26674469999995,660.4021885,1005.357465,1665.7596529999998,G.10.1,Expenditure on drugs by type and source of finance in millions of current dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2001,G.10.1: Expenditure by year,659.0791657999999,65.6026392,7.38455981,,732.0663647999999,,,640.9974599999999,1373.063825,245.0790691,209.5768384,454.6559075,732.0663647999999,1095.653368,1827.719732,G.10.1,Expenditure on drugs by type and source of finance in millions of current dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2002,G.10.1: Expenditure by year,670.2668399,75.99405905,7.16228937,,753.4231883,,,759.40275,1512.8259380000002,257.4815586,220.3144808,477.7960393999999,753.4231883,1237.198789,1990.6219780000001,G.10.1,Expenditure on drugs by type and source of finance in millions of current dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2003,G.10.1: Expenditure by year,657.6675607999999,88.03271782,7.61714379,,753.3174223999999,,,881.3866,1634.7040220000001,278.251553,225.4561216,503.7076746,753.3174223999999,1385.094275,2138.411697,G.10.1,Expenditure on drugs by type and source of finance in millions of current dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2004,G.10.1: Expenditure by year,700.3672073,92.55210979,8.98246364,,801.9017807,,,1009.565,1811.4667809999999,295.55805539999994,231.6462077,527.2042631,801.9017807,1536.7692630000001,2338.671044,G.10.1,Expenditure on drugs by type and source of finance in millions of current dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2005,G.10.1: Expenditure by year,749.9698267000001,96.55572898,9.7717996,,856.2973552999999,,,1035.54342,1891.840775,299.06048760000004,239.39741580000003,538.4579035,856.2973552999999,1574.001323,2430.298679,G.10.1,Expenditure on drugs by type and source of finance in millions of current dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2006,G.10.1: Expenditure by year,793.8403647999999,101.369366,10.79182204,,906.0015528999999,,,1223.9778,2129.979353,308.131614,244.2051162,552.3367302,906.0015528999999,1776.31453,2682.3160829999997,G.10.1,Expenditure on drugs by type and source of finance in millions of current dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2007,G.10.1: Expenditure by year,825.6359665,104.4825639,11.32187496,,941.4404053999999,,,1232.38755,2173.827955,286.0547942,221.30313419999996,507.3579284,941.4404053999999,1739.745478,2681.185884,G.10.1,Expenditure on drugs by type and source of finance in millions of current dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2008,G.10.1: Expenditure by year,856.0180457999999,107.19383300000001,11.96966048,,975.1815392999999,,,1375.3732400000001,2350.554779,292.6533458,224.1808589,516.8342047,975.1815392999999,1892.207445,2867.388984,G.10.1,Expenditure on drugs by type and source of finance in millions of current dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2009,G.10.1: Expenditure by year,883.1111515,109.04262759999999,11.45634813,,1003.6101269999999,,,1455.07864,2458.688767,307.99253980000003,231.32323530000002,539.3157752000001,1003.6101269999999,1994.3944149999998,2998.004542,G.10.1,Expenditure on drugs by type and source of finance in millions of current dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2010,G.10.1: Expenditure by year,929.3101115000001,106.9468394,13.55123908,,1049.80819,,,1893.3287030000001,2943.136893,327.4120826,236.7473963,564.1594789,1049.80819,2457.488182,3507.296372,G.10.1,Expenditure on drugs by type and source of finance in millions of current dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2011,G.10.1: Expenditure by year,942.0390984999999,106.2935179,12.823275,,1061.155891,,,1861.099802,2922.255693,342.7273672,229.90364480000002,572.6310119,1061.155891,2433.7308129999997,3494.886705,G.10.1,Expenditure on drugs by type and source of finance in millions of current dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2012,G.10.1: Expenditure by year,937.6329882000001,102.38844329999999,13.64929582,,1053.670727,,,1855.19024,2908.860967,349.71495519999996,234.23702250000002,583.9519777,1053.670727,2439.142217,3492.812945,G.10.1,Expenditure on drugs by type and source of finance in millions of current dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2013,G.10.1: Expenditure by year,915.2046839999999,96.71369846,14.10746561,,1026.025848,,,1798.4057879999998,2824.431636,361.77639910000005,240.50165479999998,602.2780539,1026.025848,2400.6838420000004,3426.7096899999997,G.10.1,Expenditure on drugs by type and source of finance in millions of current dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2014,G.10.1: Expenditure by year,908.0910468000001,103.949963,12.73952287,,1024.780533,,,1804.295078,2829.0756109999998,363.9038062,249.7250511,613.6288572999999,1024.780533,2417.923936,3442.704468,G.10.1,Expenditure on drugs by type and source of finance in millions of current dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2015,G.10.1: Expenditure by year,974.5741027999999,109.08408159999999,12.96474718,,1096.622932,,,1848.196156,2944.8190870000003,388.5269708,259.226916,647.7538868,1096.622932,2495.950043,3592.572974,G.10.1,Expenditure on drugs by type and source of finance in millions of current dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2016,G.10.1: Expenditure by year,1020.940868,157.759051,12.67114316,,1191.371062,,,1868.943144,3060.314205,449.3041432,300.7045148,750.0086581,1191.371062,2618.951802,3810.3228630000003,G.10.1,Expenditure on drugs by type and source of finance in millions of current dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2017,G.10.1: Expenditure by year,1043.681315,172.854178,12.12529812,,1228.660791,,,1918.006276,3146.6670679999997,483.9017855,311.43596660000003,795.3377521000001,1228.660791,2713.344028,3942.00482,G.10.1,Expenditure on drugs by type and source of finance in millions of current dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2018,G.10.1: Expenditure by year,1077.678813,176.91946389999998,12.82269638,,1267.420973,,,1975.161139,3242.5821109999997,524.2036051,321.411432,845.6150370999999,1267.420973,2820.7761760000003,4088.1971479999997,G.10.1,Expenditure on drugs by type and source of finance in millions of current dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
1985,G.10.2: Percentage by year,30.85439546,1.881589564,0.333965941,,33.06995096,,,29.07577853,62.14572949,,,37.85427051,33.06995096,66.93004904,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
1986,G.10.2: Percentage by year,33.98622531,1.9277638330000002,0.326991463,,36.24098061,,,23.68941541,59.93039602,,,40.06960398,36.24098061,63.75901939,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
1987,G.10.2: Percentage by year,30.31534368,1.820993716,0.332309948,,32.46864735,,,26.63690458,59.10555193,,,40.89444807,32.46864735,67.53135265,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
1988,G.10.2: Percentage by year,30.07244834,2.473748459,0.347265974,,32.89346278,,,28.26812751,61.16159028,,,38.83840972,32.89346278,67.10653722,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
1989,G.10.2: Percentage by year,30.81264534,2.826447859,0.334980222,,33.97407342,,,29.61393938,63.5880128,,,36.411987200000006,33.97407342,66.02592658,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
1990,G.10.2: Percentage by year,32.22705862,2.944484585,0.33765035600000004,,35.50919356,,,30.03615333,65.54534689,,,34.45465311,35.50919356,64.49080644,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
1991,G.10.2: Percentage by year,34.00789143,3.007387954,0.331184112,,37.3464635,,,29.78119172,67.12765521,,,32.87234479,37.3464635,62.6535365,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
1992,G.10.2: Percentage by year,34.88904495,2.970616282,0.348319466,,38.2079807,,,29.99442949,68.20241019,16.72675302,15.07083679,31.79758981,38.2079807,61.7920193,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
1993,G.10.2: Percentage by year,34.76795191,3.229581009,0.34907052899999996,,38.34660344,,,30.46064615,68.80724959,16.51766936,14.67508105,31.19275041,38.34660344,61.65339656,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
1994,G.10.2: Percentage by year,32.54775779,3.437509375,0.380014003,,36.36528117,,,30.995439,67.36072017,17.59424345,15.04503639,32.63927983,36.36528117,63.63471883,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
1995,G.10.2: Percentage by year,31.84578321,3.689439728,0.381668897,,35.91689183,,,32.21259815,68.12948999,16.94780156,14.92270845,31.87051001,35.91689183,64.08310817,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
1996,G.10.2: Percentage by year,32.68645121,3.804680302,0.338996081,,36.83012759,,,32.29434099,69.12446858,16.55396246,14.32156896,30.87553142,36.83012759,63.16987241,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
1997,G.10.2: Percentage by year,33.50981712,3.6252482930000003,0.32172683399999996,,37.45679225,,,32.993749900000005,70.45054215,15.72776881,13.82168904,29.54945785,37.45679225,62.54320775,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
1998,G.10.2: Percentage by year,33.03727799,3.5685971739999998,0.364399734,,36.9702749,,,34.63651285,71.60678774,15.04228708,13.35092518,28.39321226,36.9702749,63.02972510000001,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
1999,G.10.2: Percentage by year,34.26741037,3.604220748,0.393519126,,38.26515025,,,33.61268578,71.87783603,15.0463777,13.07578627,28.12216397,38.26515025,61.73484975,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2000,G.10.2: Percentage by year,35.74195443,3.49456605,0.40918634299999995,,39.64570682,,,34.22406821,73.86977504,14.14657694,11.98364802,26.13022496,39.64570682,60.35429318,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2001,G.10.2: Percentage by year,36.06018768,3.589316132,0.404031301,,40.05353512,,,35.07088361,75.12441872,13.40900712,11.46657415,24.87558128,40.05353512,59.94646488,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2002,G.10.2: Percentage by year,33.67122675,3.817603739,0.359801582,,37.84863207,,,38.14901867,75.99765075,12.93472902,11.06762023,24.00234925,37.84863207,62.15136793,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2003,G.10.2: Percentage by year,30.75495527,4.1167338330000005,0.35620567399999997,,35.22789477,,,41.21688079,76.44477556,13.01206654,10.54315789,23.55522444,35.22789477,64.77210523,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2004,G.10.2: Percentage by year,29.94723046,3.957465931,0.3840841,,34.28878049,,,43.16832,77.4571005,12.63786355,9.905035954,22.5428995,34.28878049,65.71121951,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2005,G.10.2: Percentage by year,30.85916284,3.9729984560000005,0.40208225,,35.23424354,,,42.60971826,77.84396181,12.30550345,9.850534747000001,22.15603819,35.23424354,64.76575646,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2006,G.10.2: Percentage by year,29.59533255,3.7791730310000005,0.40233222700000004,,33.77683781,,,45.63137834,79.40821614,11.48752065,9.104263206,20.59178386,33.77683781,66.22316219,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2007,G.10.2: Percentage by year,30.79368616,3.8968787860000003,0.422271168,,35.11283612,,,45.96427116,81.07710728,10.668965400000001,8.25392732,18.92289272,35.11283612,64.88716388,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2008,G.10.2: Percentage by year,29.85357238,3.738377793,0.417441113,,34.00939129,,,47.96605022,81.9754415,10.20626596,7.818292533999999,18.024558499999998,34.00939129,65.99060871,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2009,G.10.2: Percentage by year,29.45663154,3.637173528,0.38213244700000004,,33.47593751,,,48.53490445,82.01084196,10.27325127,7.715906766,17.98915804,33.47593751,66.52406249,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2010,G.10.2: Percentage by year,26.49648085,3.049267243,0.38637279700000005,,29.93212089,,,53.98256954,83.91469043,9.335170109,6.750139459,16.08530957,29.93212089,70.06787911,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2011,G.10.2: Percentage by year,26.95478217,3.041400963,0.366915328,,30.36309846,,,53.25207821,83.61517668,9.806537267000001,6.5782860560000005,16.38482332,30.36309846,69.63690154,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2012,G.10.2: Percentage by year,26.84463792,2.931403568,0.39078233,,30.16682382,,,53.11450309999999,83.28132692,10.012415800000001,6.706257282999999,16.71867308,30.16682382,69.83317618,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2013,G.10.2: Percentage by year,26.70797257,2.822348761,0.411691298,,29.94201263,,,52.48200025,82.42401287,10.55754446,7.018442662999999,17.57598713,29.94201263,70.05798737,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2014,G.10.2: Percentage by year,26.3772582,3.0194274269999997,0.370044045,,29.76672968,,,52.40923509,82.17596477,10.57028884,7.253746389,17.82403523,29.76672968,70.23327032,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2015,G.10.2: Percentage by year,27.12746853,3.036377615,0.360876377,,30.52472252,,,51.44491619,81.96963871,10.81472732,7.215633971,18.03036129,30.52472252,69.47527748,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2016,G.10.2: Percentage by year,26.79407767,4.140306654,0.332547756,,31.26693208,,,49.04946931,80.31640139,11.79176042,7.891838189,19.68359861,31.26693208,68.73306792,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2017,G.10.2: Percentage by year,26.47590155,4.3849306619999995,0.30759216899999997,,31.16842438,,,48.65560455,79.82402893,12.27552496,7.900446112999999,20.17597107,31.16842438,68.83157562,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2018,G.10.2: Percentage by year,26.360734899999997,4.327566833000001,0.313651615,,31.00195335,,,48.31374483,79.31569818,12.82236609,7.861935722999999,20.68430182,31.00195335,68.99804665,100.0,G.10.2,Percentage share of expenditure on drugs by type and source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
1985,G.10.3: Percentage by year,3.767817075,0.22977229600000001,0.040782604,,4.0383719739999995,,,9.868745946,5.581026069,,,12.84829496,4.0383719739999995,22.717040899999997,8.980546394,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
1986,G.10.3: Percentage by year,4.129831598,0.234251963,0.039734324,,4.403817885,,,8.013375959,5.357778557,,,13.554272899999999,4.403817885,21.56764886,8.940001922999999,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
1987,G.10.3: Percentage by year,3.93913265,0.23661733399999998,0.043179882,,4.218929867,,,9.333284427,5.602468256,,,14.32897408,4.218929867,23.66225851,9.478751274,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
1988,G.10.3: Percentage by year,4.002696276,0.329260313,0.046221717999999995,,4.378178306000001,,,9.993478024,5.914072012999999,,,13.73033265,4.378178306000001,23.72381067,9.669585087,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
1989,G.10.3: Percentage by year,4.149347853,0.38062020399999996,0.045109709000000005,,4.575077767,,,10.65428103,6.230798843,,,13.10003169,4.575077767,23.75431272,9.798700366,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
1990,G.10.3: Percentage by year,4.314503567,0.394202567,0.045204053,,4.753910188,,,10.91450749,6.412548987,,,12.52009754,4.753910188,23.43460503,9.783377907,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
1991,G.10.3: Percentage by year,4.6142319910000005,0.408046048,0.044935462,,5.0672135019999995,,,11.16647427,6.68786298,,,12.32550382,5.0672135019999995,23.49197808,9.962902709,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
1992,G.10.3: Percentage by year,4.812838318,0.409787539,0.048049617999999995,,5.270675474,,,11.69957936,6.9502944520000005,,,12.4029172,5.270675474,24.10249657,10.19068744,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
1993,G.10.3: Percentage by year,5.035580457,0.467753035,0.05055727,,5.553890762000001,,,12.48882373,7.364191445,,,12.78898549,5.553890762000001,25.27780922,10.70263888,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
1994,G.10.3: Percentage by year,4.689465499,0.49527472,0.054752237,,5.239492456,,,12.76013909,7.189211941,,,13.43687213,5.239492456,26.19701122,10.67270647,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
1995,G.10.3: Percentage by year,4.635353514,0.537021096,0.055554302,,5.227928913,,,13.73111894,7.392401706,,,13.58529857,5.227928913,27.31641751,10.85051673,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
1996,G.10.3: Percentage by year,4.935042112,0.574435487,0.051182060999999994,,5.560659659,,,13.9396117,7.731983271,,,13.32719311,5.560659659,27.26680481,11.18559525,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
1997,G.10.3: Percentage by year,5.271126252,0.57025502,0.050607938,,5.891989211,,,14.266808800000002,8.12591139,,,12.77746442,5.891989211,27.04427322,11.53420704,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
1998,G.10.3: Percentage by year,5.51327812,0.595529351,0.060811217,,6.169618688,,,15.43528809,8.694054961,,,12.6530466,6.169618688,28.08833469,12.14138385,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
1999,G.10.3: Percentage by year,5.748149527000001,0.604586094,0.066010438,,6.418746059,,,15.27753487,8.806824808,,,12.78199974,6.418746059,28.05953461,12.25249019,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2000,G.10.3: Percentage by year,6.0592733579999996,0.592427899,0.069368672,,6.7210699289999996,,,15.89433707,9.174154558,,,12.13539549,6.7210699289999996,28.02973256,12.41936171,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2001,G.10.3: Percentage by year,6.0914491889999995,0.606323434,0.068250786,,6.766023409,,,16.60476983,9.353254673,,,11.77767022,6.766023409,28.38244006,12.45035214,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2002,G.10.3: Percentage by year,5.852769444,0.663580055,0.062541104,,6.578890604,,,18.00373263,9.654182634,,,11.32747036,6.578890604,29.33120299,12.70326456,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2003,G.10.3: Percentage by year,5.512802625,0.7379214470000001,0.063849599,,6.314573671000001,,,19.73328535,9.96994499,,,11.27746584,6.314573671000001,31.01075119,13.04202271,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2004,G.10.3: Percentage by year,5.725876158999999,0.756662952,0.07343644,,6.555975551,,,20.62981104,10.57770099,,,10.77307982,6.555975551,31.40289085,13.65620572,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2005,G.10.3: Percentage by year,5.7678797920000004,0.7425923259999999,0.075153111,,6.585625229,,,20.62029064,10.495949099999999,,,10.72205979,6.585625229,31.34235043,13.48331823,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2006,G.10.3: Percentage by year,5.860237511,0.748322443,0.079666698,,6.688226652000001,,,20.89306255,10.97672177,,,9.428280361,6.688226652000001,30.32134291,13.82315622,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2007,G.10.3: Percentage by year,5.747244812000001,0.727302222,0.078811474,,6.553358508,,,20.96956475,10.73877129,,,8.632897117999999,6.553358508,29.60246187,13.24513374,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2008,G.10.3: Percentage by year,5.456912782000001,0.683335358,0.076303757,,6.216551897,,,20.96108694,10.56504571,,,7.876703127000001,6.216551897,28.83779007,12.88806198,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2009,G.10.3: Percentage by year,5.413676914,0.668456688,0.070230081,,6.152363683,,,22.01287404,10.7259905,,,8.158933751000001,6.152363683,30.17180779,13.07874696,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2010,G.10.3: Percentage by year,5.420540418,0.623806476,0.079042548,,6.123389442000001,,,26.25630799,12.08423303,,,7.823652074,6.123389442000001,34.07996006,14.40061683,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2011,G.10.3: Percentage by year,5.299959337,0.598012676,0.07214439,,5.970116403,,,25.13738993,11.60630677,,,7.734377824,5.970116403,32.87176775,13.88062219,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2012,G.10.3: Percentage by year,5.066783973,0.553286979,0.07375810599999999,,5.6938290579999995,,,24.14168536,11.10672863,,,7.598996917999999,5.6938290579999995,31.74068228,13.33639729,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2013,G.10.3: Percentage by year,4.930475369,0.521024987,0.076001044,,5.5275014,,,24.65279766,10.92321934,,,8.256111662,5.5275014,32.90890932,13.25247213,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2014,G.10.3: Percentage by year,4.689728993,0.53683731,0.065791762,,5.292358065,,,22.0638079,10.27222355,,,7.5037555639999995,5.292358065,29.56756347,12.5002774,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
