Year,Category,Hospitals,Other Institutions,Physicians,Other Professionals ,Drugs,Capital,Public Health,Administration,Other Health Spending,Total,Shorthand,Legend,Province,Province Code
1999,F.3.13.1: Expenditure by year,67.71545621,3.01937774,14.47825896,1.915066436,1.318672668,23.34685659,4.531822099,9.533875688,21.51905868,147.3784451,F.3.13.1,Territorial government health expenditure by use of funds in millions of current dollars; Nunavut; 1974-1975 to 2018-2019,Nunavut,Nun.
1991,D.3.4.3: Expenditure by year,845.0472882,154.4031632,257.4408334,14.73320572,89.90417262,77.35293862,60.40841762,28.12764218,64.59236679,1592.010028,D.3.4.3,Public-sector per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1992,D.3.4.3: Expenditure by year,888.7876689,177.2479075,264.2956499,15.8283954,86.57452554,63.67210687,53.65797053,28.59118689,69.64952983,1648.304941,D.3.4.3,Public-sector per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1993,D.3.4.3: Expenditure by year,865.7261785,188.5647466,268.2989065,14.61500974,83.50253391,56.52362114,61.6791693,30.35355501,81.52279448,1650.786515,D.3.4.3,Public-sector per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1994,D.3.4.3: Expenditure by year,863.3990659,190.9793573,280.1356041,14.07337448,83.03028269,74.66063527,70.06209808,32.57757806,86.86785445,1695.78585,D.3.4.3,Public-sector per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1995,D.3.4.3: Expenditure by year,864.1540231,189.9408424,284.1998998,14.3198146,87.02492903,116.236262,80.2011127,33.92893024,91.66802088,1761.673835,D.3.4.3,Public-sector per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1996,D.3.4.3: Expenditure by year,878.648329,190.1789939,290.8181899,14.08809044,82.31280328,96.90892275,80.86221347,33.84927702,93.99580344,1761.662623,D.3.4.3,Public-sector per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1997,D.3.4.3: Expenditure by year,866.0822344,195.8737025,303.8768346,14.93657366,85.01143444,54.62539964,82.42247669,35.65103054,96.59925819,1735.078945,D.3.4.3,Public-sector per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1998,D.3.4.3: Expenditure by year,901.2233916,203.3870199,317.5921138,15.25914709,95.4280236,45.07427157,88.08236807,42.27021634,117.81992,1826.136472,D.3.4.3,Public-sector per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1999,D.3.4.3: Expenditure by year,958.8626348,213.5180137,345.1514831,16.38366722,107.6836153,41.25989625,95.15952043,46.99299823,132.6938076,1957.705637,D.3.4.3,Public-sector per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2000,D.3.4.3: Expenditure by year,1021.460031,220.3270006,363.753363,18.97978666,125.189639,50.65287255,108.3474094,48.12187293,148.3365312,2105.168507,D.3.4.3,Public-sector per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2001,D.3.4.3: Expenditure by year,1105.279298,234.035347,399.0062051,20.61294827,145.3079487,76.53662721,118.9260911,57.71901969,162.930686,2320.354171,D.3.4.3,Public-sector per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2002,D.3.4.3: Expenditure by year,1167.823805,246.4580178,426.8110987,21.20087162,162.8130395,66.06208155,116.6501578,64.15422287,165.836126,2437.809421,D.3.4.3,Public-sector per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2003,D.3.4.3: Expenditure by year,1235.521833,255.130171,464.4994484,21.74928552,180.8591137,79.17821965,121.1940697,65.50907812,169.3112754,2592.952495,D.3.4.3,Public-sector per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2004,D.3.4.3: Expenditure by year,1328.001866,266.2536008,506.1504692,21.02673642,198.5190889,117.031463,126.4052953,65.63464306,184.2888304,2813.311993,D.3.4.3,Public-sector per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2005,D.3.4.3: Expenditure by year,1411.238572,285.8696973,537.2081461,21.93307403,215.4321761,181.2867109,142.4622236,72.86235012,207.6881869,3075.981137,D.3.4.3,Public-sector per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2006,D.3.4.3: Expenditure by year,1509.243706,328.4249667,578.0247958,21.30763804,232.073233,252.8888807,154.3332847,77.7480548,237.3087857,3391.353345,D.3.4.3,Public-sector per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2007,D.3.4.3: Expenditure by year,1639.755244,377.5865755,613.4183336,21.73982704,241.428861,151.0231845,164.7775015,83.99920668,260.0978922,3553.826626,D.3.4.3,Public-sector per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2008,D.3.4.3: Expenditure by year,1757.910159,410.0464497,658.6498507,23.41559014,253.6338847,130.3259074,179.4185528,80.88899888,312.9701486,3807.259542,D.3.4.3,Public-sector per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2009,D.3.4.3: Expenditure by year,1855.678495,447.0727081,704.7677115,25.56870698,270.2956851,102.8122754,202.3821697,83.73481184,317.2617072,4009.574271,D.3.4.3,Public-sector per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2010,D.3.4.3: Expenditure by year,1926.202928,489.1800611,736.3130786,27.00500703,286.9896918,111.0121056,195.618489,85.21294767,317.2484722,4174.782781,D.3.4.3,Public-sector per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2011,D.3.4.3: Expenditure by year,1940.201946,518.3090736,775.8030731,25.58633481,298.7685405,218.821312,218.816337,79.99911412,324.7109757,4401.016706,D.3.4.3,Public-sector per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2012,D.3.4.3: Expenditure by year,1968.791522,543.996637,795.4270106,27.83930195,288.2843401,114.1802992,223.7283285,75.62445844,330.562915,4368.434813,D.3.4.3,Public-sector per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2013,D.3.4.3: Expenditure by year,1988.563919,544.4480518,783.8122114,29.05863256,270.9351352,102.8035077,228.5755746,72.43500793,328.866853,4349.498893,D.3.4.3,Public-sector per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2014,D.3.4.3: Expenditure by year,1976.718269,547.9016954,795.8759775,29.20047346,272.9910333,91.99023018,231.5309938,69.18977262,332.1174595,4347.515905,D.3.4.3,Public-sector per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2015,D.3.4.3: Expenditure by year,2079.587393,546.593558,823.9954443,31.39988974,288.9230573,142.4148675,237.9089391,71.12542899,269.769431,4491.718009,D.3.4.3,Public-sector per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2016,D.3.4.3: Expenditure by year,2059.514826,559.6163847,848.8092916,35.51324056,299.3919016,164.3081222,247.2733112,79.50310158,251.5221993,4545.452379,D.3.4.3,Public-sector per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2017,D.3.4.3: Expenditure by year,2056.291787,556.2287405,875.629273,39.04287663,307.4509908,258.9825256,261.4345109,78.66147824,251.8375293,4685.559712,D.3.4.3,Public-sector per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
2018,D.3.4.3: Expenditure by year,2125.933198,573.2868449,892.658069,40.88898236,308.2926264,310.7932034,274.723492,80.58244153,261.4322369,4868.591095,D.3.4.3,Public-sector per capita health expenditure by use of funds in current dollars; New Brunswick; 1975 to 2018,New Brunswick,N.B.
1975,D.2.5.1: Expenditure by year,92.322,53.568,4.252352048,231.3842205,243.282479,37.97621652,0,15.15414701,37.60038739,715.5398025,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
1976,D.2.5.1: Expenditure by year,110.966,59.346,4.748826176,269.7318182,243.3474624,17.43440916,0,15.08370356,34.37917381,755.0373933,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
1977,D.2.5.1: Expenditure by year,112.031,54.528,4.8748492,302.9754018,241.4385277,1.23291039,0,18.88985117,36.80072135,772.7712616,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
1978,D.2.5.1: Expenditure by year,132.018,65.643,5.469268684,334.5528617,212.6562848,58.35083557,0,19.13200053,15.35188872,843.17414,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
1979,D.2.5.1: Expenditure by year,161.228,90.389,5.616404374,356.7533173,220.838866,24.73,0,24.45818569,17.54500225,901.5587756,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
1980,D.2.5.1: Expenditure by year,199.612,123.584,6.319869687,398.6858356,211.6130802,100.619,0,26.53626744,22.06239864,1089.032452,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
1981,D.2.5.1: Expenditure by year,245.503,152.236,6.320522656,450.9648833,372.4278001,109.693,0,34.45895412,25.4537358,1397.057896,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
1982,D.2.5.1: Expenditure by year,284.828,184.553,11.28221674,541.4775052,423.6783688,28.413,0,29.81078715,24.52414888,1528.567027,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
1983,D.2.5.1: Expenditure by year,320.189,214.942,12.92508685,587.4093754,450.6544207,0,0,29.90764689,27.11941695,1643.146947,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
1984,D.2.5.1: Expenditure by year,377.766,221.218,12.09799273,630.0808679,517.5475419,0,0,39.17096046,29.72146758,1827.602831,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
1985,D.2.5.1: Expenditure by year,405.313,229.115,12.86501369,717.7825252,573.0795672,81.511,0,50.62462503,34.06897259,2104.359704,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
1986,D.2.5.1: Expenditure by year,515.0720481,247.939,12.774251,795.3138548,723.9828253,84.229,0,65.54432743,41.25477547,2486.110082,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
1987,D.2.5.1: Expenditure by year,522.3177507,264.113,14.45259909,878.8239603,769.2762647,75.642,0,58.37670647,49.16992457,2632.172206,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
1988,D.2.5.1: Expenditure by year,509.5082184,295.985,14.784,977.937613,890.2731851,22.42999624,0,80.27188331,59.64832811,2850.838224,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
1989,D.2.5.1: Expenditure by year,525.8541683,321.551,15.123,1088.524971,1027.248228,21.72027098,0,110.3792173,71.33139794,3181.732254,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
1990,D.2.5.1: Expenditure by year,635.1099908,372.0805,15.347,1146.59002,1107.10758,21.10428303,0,117.5649279,82.4604543,3497.364756,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
1991,D.2.5.1: Expenditure by year,691.8162705,390.322,15.485,1234.520104,1243.829277,32.42715184,0,119.4666907,91.45598259,3819.322477,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
1992,D.2.5.1: Expenditure by year,760.1014095,422.66,15.597,1287.71809,1341.633621,29.81515619,0,157.5226396,126.49282,4141.540736,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
1993,D.2.5.1: Expenditure by year,803.410772,437.3122797,17.50212989,1364.840281,1475.413476,29.74150546,0,186.9919434,129.3477429,4444.56013,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
1994,D.2.5.1: Expenditure by year,744.8072368,526.3574039,20.01042691,1433.951734,1531.951332,42.43095652,0,221.962985,132.0655032,4653.537578,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
1995,D.2.5.1: Expenditure by year,500.2819231,573.701686,20.22394564,1492.93411,1654.883433,18.76220816,0,265.519968,137.3400114,4663.647285,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
1996,D.2.5.1: Expenditure by year,399.7072676,592.220696,25.167285,1553.784418,1716.590697,35.44029851,0,274.364084,130.6557974,4727.930543,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
1997,D.2.5.1: Expenditure by year,338.8302748,619.0591959,42.586018,1709.058599,1815.23249,29.77538106,0,275.150982,146.33702,4976.029961,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
1998,D.2.5.1: Expenditure by year,322.7172924,645.5191119,22.7512,1692.834001,1857.283691,55.3,0,244.610651,209.6918413,5050.707788,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
1999,D.2.5.1: Expenditure by year,317.6353081,689.4323411,34.43016,1976.709576,2100.116048,75.4,0,190.738984,232.2411534,5616.70357,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
2000,D.2.5.1: Expenditure by year,335.3912825,736.0999168,70.33416,1968.354957,2258.275127,80.4,0,266.578511,252.1709743,5967.604928,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
2001,D.2.5.1: Expenditure by year,364.486975,784.6702352,26.57835,2240.689004,2420.853851,91.4,0,430.038428,262.9396279,6621.656471,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
2002,D.2.5.1: Expenditure by year,346.87359,844.5363736,56.97074,2288.186623,2656.350419,142,0,534.801427,271.7742413,7141.493413,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
2003,D.2.5.1: Expenditure by year,346.4549825,904.5409642,48.92688,2472.810559,2821.959646,134.4,0,640.0351756,302.405287,7671.533494,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
2004,D.2.5.1: Expenditure by year,368.3907275,995.6762536,46.9989,2347.151951,3081.038436,122.5,0,639.5594086,286.7993415,7888.115018,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
2005,D.2.5.1: Expenditure by year,384.6173093,1102.190797,66.57351,2694.955695,3303.790445,108.3,0,598.3501597,308.848922,8567.626838,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
2006,D.2.5.1: Expenditure by year,395.3153979,1189.732446,66.0612,2827.301796,3545.425216,136.8,0,622.7814309,325.5348671,9108.952354,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
2007,D.2.5.1: Expenditure by year,401.8181203,1284.227101,80.04316,2875.820359,3760.559748,226.6,0,619.0728008,313.1675138,9561.308803,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
2008,D.2.5.1: Expenditure by year,413.9192418,1386.227007,94.49812,3186.034385,3930.56665,213.5,0,710.1797271,324.3183675,10259.2435,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
2009,D.2.5.1: Expenditure by year,428.913324,1503.630392,180.91102,3180.310228,4174.664665,271.2,0,677.7397269,347.6513037,10765.02066,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
2010,D.2.5.1: Expenditure by year,442.1743952,1632.788969,95.21244,3463.964765,4869.823988,330.8,0,724.184663,468.613293,12027.56251,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
2011,D.2.5.1: Expenditure by year,454.6810335,1776.532572,89.648394,3453.129706,4854.026214,379.339799,0,745.615145,612.901682,12365.87455,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
2012,D.2.5.1: Expenditure by year,467.5838638,1929.724545,149.115262,3506.610475,5141.76318,559.6729937,0,755.345745,482.736306,12992.55237,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
2013,D.2.5.1: Expenditure by year,481.9784271,2090.468769,150.692812,3808.183407,5303.511291,215.5107871,0,733.1688216,495.3377419,13278.85206,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
2014,D.2.5.1: Expenditure by year,496.8784312,2265.762106,215.487,3824.233051,5377.305326,354.1365979,0,721.3250044,548.3344208,13803.46194,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
2015,D.2.5.1: Expenditure by year,511.7131299,2457.191187,175.126,3876.894729,5553.931974,112.571739,0,632.0584391,608.0386389,13927.52584,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
2016,D.2.5.1: Expenditure by year,526.8817504,2666.575539,205.676553,4458.677566,5764.432277,272.5164463,0,821.3872449,779.9381189,15496.08549,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
2017,D.2.5.1: Expenditure by year,543.6326783,2898.814478,209.3644769,4685.547275,6005.528039,347.124572,0,862.3083358,832.0110129,16384.33087,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
2018,D.2.5.1: Expenditure by year,560.3419455,3165.043944,218.6110681,4892.573084,6231.383229,565.993372,0,885.4378778,881.7431357,17401.12766,D.2.5.1,Private-sector health expenditure by use of funds in millions of current dollars; Quebec; 1975 to 2018,Quebec,Que.
1975,D.2.5.2: Percentage by year,12.90242691,7.486375994,0.594285885,32.33701601,33.99985272,5.30735207,0,2.1178622,5.25482821,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
1976,D.2.5.2: Percentage by year,14.69675555,7.860008064,0.628952449,35.7242993,32.22985571,2.309078903,0,1.997742587,4.553307441,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
1977,D.2.5.2: Percentage by year,14.49730413,7.056163021,0.630826927,39.20634952,31.24320736,0.159544027,0,2.444429821,4.762175197,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
1978,D.2.5.2: Percentage by year,15.65726387,7.785224533,0.648652328,39.67778966,25.22092112,6.920377749,0,2.269044984,1.820725754,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
1979,D.2.5.2: Percentage by year,17.88324892,10.02585771,0.62296597,39.57072206,24.49522671,2.74302693,0,2.712877558,1.946074147,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
1980,D.2.5.2: Percentage by year,18.32929769,11.34805486,0.580319685,36.60917863,19.43129242,9.239302269,0,2.436682893,2.025871553,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
1981,D.2.5.2: Percentage by year,17.57285798,10.89689987,0.452416659,32.27961308,26.6580076,7.851714687,0,2.466537301,1.821952825,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
1982,D.2.5.2: Percentage by year,18.63366114,12.07359552,0.738091071,35.42386403,27.71735628,1.858799745,0,1.950244028,1.604388192,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
1983,D.2.5.2: Percentage by year,19.48632778,13.08111855,0.786605658,35.74904707,27.42630059,0,0,1.820144385,1.650455974,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
1984,D.2.5.2: Percentage by year,20.67002708,12.10427103,0.661959619,34.47580937,28.3183815,0,0,2.143297209,1.626254188,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
1985,D.2.5.2: Percentage by year,19.26063302,10.88763483,0.611350506,34.10930764,27.23296622,3.873434749,0,2.405702074,1.618970965,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
1986,D.2.5.2: Percentage by year,20.7179904,9.972969491,0.513824834,31.9902912,29.12110894,3.387983525,0,2.636420965,1.65941065,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
1987,D.2.5.2: Percentage by year,19.84360102,10.03403195,0.549074983,33.38778361,29.22590942,2.873748147,0,2.217814866,1.868036007,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
1988,D.2.5.2: Percentage by year,17.87222488,10.38238499,0.518584319,34.30351132,31.22847089,0.786786007,0,2.815729164,2.092308417,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
1989,D.2.5.2: Percentage by year,16.52729162,10.1061615,0.475307122,34.21170873,32.28581623,0.682655524,0,3.469154803,2.24190448,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
1990,D.2.5.2: Percentage by year,18.15967264,10.63888173,0.438816111,32.78439911,31.6554794,0.603433857,0,3.361528925,2.357788222,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
1991,D.2.5.2: Percentage by year,18.11358624,10.21966598,0.405438402,32.32301309,32.56675195,0.849028906,0,3.127955061,2.394560374,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
1992,D.2.5.2: Percentage by year,18.35310717,10.20538073,0.376598976,31.09273026,32.3945533,0.719904936,0,3.803479179,3.054245463,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
1993,D.2.5.2: Percentage by year,18.07627186,9.839270185,0.393787673,30.70810701,33.19593914,0.669166455,0,4.207209216,2.910248463,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
1994,D.2.5.2: Percentage by year,16.00518368,11.31090907,0.430004627,30.81422918,32.92014529,0.911800019,0,4.769768833,2.837959315,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
1995,D.2.5.2: Percentage by year,10.72726758,12.3015668,0.43365084,32.01215741,35.48474684,0.402307615,0,5.693397287,2.94490563,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
1996,D.2.5.2: Percentage by year,8.454169618,12.52600246,0.532310802,32.86394341,36.30744321,0.749594314,0,5.803048109,2.763488089,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
1997,D.2.5.2: Percentage by year,6.809249089,12.44082533,0.855823183,34.34582614,36.47953297,0.598376242,0,5.529528241,2.940838803,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
1998,D.2.5.2: Percentage by year,6.3895459,12.78076537,0.450455678,33.51676779,36.77274094,1.094896049,0,4.843096478,4.151731798,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
1999,D.2.5.2: Percentage by year,5.65519088,12.27467913,0.612995854,35.19341107,37.3905445,1.342424414,0,3.39592399,4.134830163,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
2000,D.2.5.2: Percentage by year,5.620199167,12.33493044,1.178599469,32.98400247,37.84223577,1.347274174,0,4.467093821,4.22566469,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
2001,D.2.5.2: Percentage by year,5.504468204,11.85005955,0.401385214,33.8387987,36.55964126,1.380319266,0,6.494423712,3.970904093,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
2002,D.2.5.2: Percentage by year,4.857157599,11.82576703,0.797742667,32.04073001,37.1960074,1.988379626,0,7.488649727,3.805565945,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
2003,D.2.5.2: Percentage by year,4.516111189,11.79087551,0.637771836,32.23358877,36.78481816,1.751931346,0,8.34298874,3.941914446,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
2004,D.2.5.2: Percentage by year,4.670199745,12.6224865,0.595819152,29.75554927,39.05924836,1.552969242,0,8.107886448,3.635841273,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
2005,D.2.5.2: Percentage by year,4.489193059,12.86459854,0.777035593,31.45510123,38.56132518,1.264060656,0,6.983849449,3.604836296,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
2006,D.2.5.2: Percentage by year,4.339855809,13.0611337,0.725233786,31.03871539,38.92242575,1.501819251,0,6.837025892,3.573790425,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
2007,D.2.5.2: Percentage by year,4.202543068,13.43149905,0.837156938,30.07768516,39.33101446,2.369968429,0,6.47477049,3.275362403,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
2008,D.2.5.2: Percentage by year,4.034598086,13.51198075,0.921102224,31.05525652,38.31244136,2.081050128,0,6.922340104,3.161230821,100,D.2.5.2,Percentage distribution of Private-sector health expenditure by use of funds; Quebec; 1975 to 2018,Quebec,Que.
